,county,state,hazard score,wildfire,tornado,landslide,hurricane,earthquake,drought,heatwave,avalanche,flood
2906,Big Horn County,WY,7,1,1,1,0,2,0,1,0,1
2907,Big Horn County,MT,9,3,1,2,0,1,0,1,0,1
2908,Bienville Parish,LA,11,2,2,1,1,1,0,3,0,1
2909,Bibb County,AL,13,2,2,2,1,2,0,3,0,1
2910,Bibb County,GA,13,1,3,1,1,1,0,3,0,3
2911,Bexar County,TX,13,1,3,2,1,1,0,3,0,2
2912,Bertie County,NC,13,1,2,1,3,1,0,2,0,3
2913,Berrien County,GA,14,3,2,1,3,1,0,3,0,1
2914,Berrien County,MI,11,1,3,1,0,1,0,3,0,2
2915,Bernalillo County,NM,11,2,1,1,0,2,0,3,0,2
2916,Berkshire County,MA,10,1,1,2,2,1,0,2,0,1
2917,Berks County,PA,11,1,2,2,1,1,0,2,0,2
2918,Berkeley County,WV,13,1,2,3,2,1,0,2,0,2
2919,Berkeley County,SC,16,3,1,1,3,3,0,2,0,3
2920,Bergen County,NJ,13,1,2,2,2,2,0,1,0,3
2921,Benzie County,MI,7,1,1,1,0,1,0,2,0,1
2922,Benton County,IA,8,1,2,1,0,1,0,2,0,1
2923,Benton County,MN,9,1,2,1,0,1,0,2,0,2
2924,Benton County,WA,8,1,1,1,0,2,0,2,0,1
2925,Benton County,OR,11,1,1,2,0,2,0,2,0,3
2926,Benton County,IN,8,1,2,1,0,1,0,2,0,1
2927,Benton County,MO,8,1,2,1,0,1,0,2,0,1
2928,Benton County,AR,10,2,3,1,0,1,0,2,0,1
2929,Benton County,TN,11,1,3,1,1,2,0,2,0,1
2930,Benton County,MS,11,2,1,1,2,2,0,2,0,1
2931,Bent County,CO,7,1,1,2,0,1,0,1,0,1
2932,Benson County,ND,7,1,2,1,0,1,0,1,0,1
2933,Bennington County,VT,11,1,1,2,2,1,0,2,0,2
2934,Bennett County,SD,7,2,1,1,0,1,0,1,0,1
2935,Benewah County,ID,8,3,0,1,0,1,0,2,0,1
2936,Ben Hill County,GA,15,3,3,1,3,1,0,3,0,1
2937,Beltrami County,MN,7,2,1,1,0,1,0,1,0,1
2938,Belmont County,OH,10,1,1,3,1,1,0,1,0,2
2939,Bell County,KY,12,1,1,3,0,2,0,3,0,2
2940,Bell County,TX,14,1,3,2,1,1,0,3,0,3
2941,Belknap County,NH,10,1,1,2,2,2,0,1,0,1
2942,Bee County,TX,12,1,2,1,2,1,0,3,0,2
2943,Bedford County County,VA,12,1,1,3,2,1,0,2,0,2
2944,Bedford City County,VA,14,1,3,3,0,1,0,3,0,3
2945,Bedford County,PA,9,1,1,3,1,1,0,1,0,1
2946,Bedford County,TN,9,1,2,1,1,1,0,1,0,2
2947,Beckham County,OK,10,1,3,1,0,1,0,3,0,1
2948,Becker County,MN,6,1,1,1,0,1,0,1,0,1
2949,Beaverhead County,MT,10,2,1,2,0,2,0,2,0,1
2950,Beaver County,PA,12,1,3,3,1,1,0,1,0,2
2951,Beaver County,UT,10,3,1,1,0,2,0,1,1,1
2952,Beaver County,OK,7,1,2,1,0,1,0,1,0,1
2953,Beauregard Parish,LA,13,3,2,1,2,1,0,3,0,1
2954,Beaufort County,NC,13,2,1,1,3,1,0,2,0,3
2955,Beaufort County,SC,14,3,2,1,3,2,0,2,0,1
2956,Bear Lake County,ID,11,2,1,2,0,2,0,3,0,1
2957,Beadle County,SD,9,1,2,1,0,1,0,2,0,2
2958,Baylor County,TX,8,1,2,1,0,1,0,2,0,1
2959,Bayfield County,WI,6,1,1,1,0,1,0,1,0,1
2960,Bay County,FL,17,3,3,1,3,1,0,3,0,3
2961,Bay County,MI,11,1,2,1,0,1,0,3,0,3
2962,Baxter County,AR,12,1,2,1,1,2,0,3,0,2
2963,Bath County,KY,8,1,1,2,0,1,0,2,0,1
2964,Bath County,VA,9,1,0,3,1,1,0,2,0,1
2965,Bates County,MO,9,1,2,1,0,1,0,3,0,1
2966,Bastrop County,TX,15,2,2,2,2,1,0,3,0,3
2967,Bartow County,GA,17,2,3,3,2,2,0,3,0,2
2968,Barton County,KS,11,1,3,2,0,1,0,1,0,3
2969,Barton County,MO,7,1,2,1,0,1,0,1,0,1
2970,Bartholomew County,IN,13,1,3,2,0,1,0,3,0,3
2971,Barry County,MO,9,1,2,1,0,1,0,3,0,1
2972,Barry County,MI,9,1,2,1,0,1,0,3,0,1
2973,Barrow County,GA,11,1,2,3,0,1,0,3,0,1
2974,Barron County,WI,8,1,2,1,0,1,0,2,0,1
2975,Barren County,KY,9,1,2,1,0,1,0,3,0,1
2976,Barnwell County,SC,14,3,2,1,2,2,0,3,0,1
2977,Barnstable County,MA,11,1,1,1,3,1,0,1,0,3
2978,Barnes County,ND,8,1,2,1,0,1,0,1,0,2
2979,Barbour County,WV,7,1,0,3,0,1,0,1,0,1
2980,Barbour County,AL,9,2,1,1,2,1,0,1,0,1
2981,Barber County,KS,8,1,2,1,0,1,0,2,0,1
2982,Baraga County,MI,6,1,1,1,0,1,0,1,0,1
2983,Bannock County,ID,12,3,1,1,0,2,0,3,0,2
2984,Banner County,NE,6,1,1,1,0,1,0,1,0,1
2985,Banks County,GA,12,2,2,3,0,1,0,3,0,1
2986,Bandera County,TX,7,1,1,1,0,1,0,2,0,1
2987,Bamberg County,SC,15,3,2,1,3,2,0,3,0,1
2988,Baltimore County County,MD,12,1,2,2,2,1,0,2,0,2
2989,Baltimore City County,MD,11,1,2,2,0,1,0,2,0,3
2990,Ballard County,KY,14,1,2,3,0,3,0,3,0,2
2991,Baldwin County,GA,12,2,1,1,2,1,0,3,0,2
2992,Baldwin County,AL,17,3,3,1,3,1,0,3,0,3
2993,Baker County,OR,10,3,1,1,0,2,1,1,0,1
2994,Baker County,FL,12,3,1,1,3,1,0,1,0,2
2995,Baker County,GA,10,2,1,1,3,1,0,1,0,1
2996,Bailey County,TX,9,1,3,1,0,1,0,2,0,1
2997,Bacon County,GA,16,3,3,1,3,1,0,3,0,2
2998,Baca County,CO,6,1,1,1,0,1,0,1,0,1
2999,Avoyelles Parish,LA,13,1,3,2,2,1,0,3,0,1
3000,Avery County,NC,11,1,1,3,0,1,0,3,0,2
3001,Autauga County,AL,12,2,2,1,2,1,0,1,0,3
3002,Austin County,TX,12,1,2,1,2,1,0,3,0,2
3003,Aurora County,SD,6,1,1,1,0,1,0,1,0,1
3004,Augusta County,VA,11,1,1,3,1,1,0,2,0,2
3005,Auglaize County,OH,8,1,1,1,0,2,0,2,0,1
3006,Audubon County,IA,9,1,2,2,0,1,0,2,0,1
3007,Audrain County,MO,10,1,2,2,0,1,0,3,0,1
3008,Attala County,MS,14,3,3,1,2,1,0,3,0,1
3009,Atoka County,OK,12,2,2,2,1,1,0,3,0,1
3010,Atlantic County,NJ,12,3,1,1,2,1,0,2,0,2
3011,Atkinson County,GA,13,3,1,1,3,1,0,3,0,1
3012,Athens County,OH,9,1,0,3,0,1,0,2,0,2
3013,Atchison County,MO,10,1,2,2,0,1,0,3,0,1
3014,Atchison County,KS,11,1,2,2,0,1,0,3,0,2
3015,Atascosa County,TX,9,1,1,1,1,1,0,3,0,1
3016,Assumption Parish,LA,17,1,3,3,3,1,0,3,0,3
3017,Asotin County,WA,9,3,0,1,0,1,1,2,0,1
3018,Ashtabula County,OH,6,1,1,1,0,1,0,1,0,1
3019,Ashley County,AR,12,1,2,1,2,1,0,3,0,2
3020,Ashland County,WI,6,1,1,1,0,1,0,1,0,1
3021,Ashland County,OH,7,1,2,1,0,1,0,1,0,1
3022,Ashe County,NC,11,1,0,3,1,1,0,3,0,2
3023,Ascension Parish,LA,14,1,3,2,3,1,0,3,0,1
3024,Arthur County,NE,6,1,1,1,0,1,0,1,0,1
3025,Aroostook County,ME,8,1,1,1,1,2,0,1,0,1
3026,Armstrong County,PA,9,1,1,3,0,1,0,1,0,2
3027,Armstrong County,TX,8,2,2,1,0,1,0,1,0,1
3028,Arlington County,VA,12,1,0,1,3,1,0,3,0,3
3029,Arkansas County,AR,12,1,2,1,1,2,0,3,0,2
3030,Arenac County,MI,9,1,2,1,0,1,0,1,0,3
3031,Archuleta County,CO,12,3,1,2,0,1,0,2,2,1
3032,Archer County,TX,9,2,2,1,0,1,0,2,0,1
3033,Arapahoe County,CO,10,1,3,2,0,1,0,1,0,2
3034,Aransas County,TX,12,1,2,1,3,1,0,1,0,3
3035,Appomattox County,VA,12,1,1,3,2,1,0,2,0,2
3036,Appling County,GA,14,3,2,1,3,1,0,3,0,1
3037,Appanoose County,IA,11,1,2,3,0,1,0,3,0,1
3038,Apache County,AZ,11,2,1,2,0,1,1,3,0,1
3039,Antrim County,MI,7,1,1,1,0,1,0,2,0,1
3040,Antelope County,NE,8,1,2,1,0,1,0,2,0,1
3041,Anson County,NC,14,3,1,2,2,1,0,3,0,2
3042,Anoka County,MN,10,1,2,1,0,1,0,2,0,3
3043,Anne Arundel County,MD,12,1,3,2,1,1,0,1,0,3
3044,Angelina County,TX,13,2,3,1,2,1,0,3,0,1
3045,Androscoggin County,ME,10,1,1,1,2,2,0,1,0,2
3046,Andrews County,TX,7,1,1,1,0,1,0,2,0,1
3047,Andrew County,MO,12,1,3,3,0,1,0,3,0,1
3048,Anderson County,KS,9,1,2,1,0,1,0,3,0,1
3049,Anderson County,KY,12,1,3,1,2,1,0,3,0,1
3050,Anderson County,TN,12,1,1,3,0,2,0,3,0,2
3051,Anderson County,SC,13,1,2,3,1,2,0,3,0,1
3052,Anderson County,TX,13,2,3,1,2,1,0,3,0,1
3053,Amite County,MS,15,3,2,2,3,1,0,3,0,1
3054,Amherst County,VA,12,1,1,3,2,1,0,2,0,2
3055,Amelia County,VA,11,2,1,1,2,2,0,2,0,1
3056,Amador County,CA,11,3,0,1,0,2,1,3,0,1
3057,Alpine County,CA,14,3,0,1,0,2,2,3,2,1
3058,Alpena County,MI,6,1,1,1,0,1,0,1,0,1
3059,Allendale County,SC,14,2,2,1,3,2,0,3,0,1
3060,Allen County,IN,10,1,2,1,0,1,0,2,0,3
3061,Allen County,OH,9,1,3,1,0,1,0,2,0,1
3062,Allen County,KY,7,1,1,1,0,1,0,2,0,1
3063,Allen County,KS,9,1,3,1,0,1,0,2,0,1
3064,Allen Parish,LA,11,3,1,1,2,1,0,2,0,1
3065,Allegheny County,PA,12,1,2,3,1,1,0,1,0,3
3066,Alleghany County,VA,9,1,0,3,0,1,0,2,0,2
3067,Alleghany County,NC,10,1,1,3,0,1,0,2,0,2
3068,Allegany County,MD,9,1,1,3,0,1,0,2,0,1
3069,Allegany County,NY,8,1,1,2,0,1,0,2,0,1
3070,Allegan County,MI,7,1,2,1,0,1,0,1,0,1
3071,Allamakee County,IA,8,1,1,2,0,1,0,2,0,1
3072,Alger County,MI,6,1,1,1,0,1,0,1,0,1
3073,Alfalfa County,OK,9,1,3,1,0,1,0,2,0,1
3074,Alexandria County,VA,15,1,2,2,3,1,0,3,0,3
3075,Alexander County,NC,12,2,1,3,1,1,0,3,0,1
3076,Alexander County,IL,13,1,3,2,0,3,0,3,0,1
3077,Alcorn County,MS,14,2,3,1,2,2,0,3,0,1
3078,Alcona County,MI,6,1,1,1,0,1,0,1,0,1
3079,Albemarle County,VA,12,1,1,3,2,1,0,2,0,2
3080,Albany County,NY,10,1,1,2,1,1,0,1,0,3
3081,Albany County,WY,9,2,1,1,0,2,0,1,1,1
3082,Alamosa County,CO,10,1,1,1,0,2,0,3,1,1
3083,Alameda County,CA,14,2,1,3,0,3,1,1,0,3
3084,Alamance County,NC,14,1,1,3,2,1,0,3,0,3
3085,Alachua County,FL,17,3,3,1,3,1,0,3,0,3
3086,Aitkin County,MN,6,1,1,1,0,1,0,1,0,1
3087,Aiken County,SC,16,3,2,1,2,2,0,3,0,3
3088,Addison County,VT,10,1,1,2,1,2,0,2,0,1
3089,Adams County,WA,8,1,1,1,0,2,0,2,0,1
3090,Adams County,ID,11,3,1,1,0,2,0,2,1,1
3091,Adams County,IA,8,1,2,1,0,1,0,2,0,1
3092,Adams County,ND,9,1,1,3,0,1,0,2,0,1
3093,Adams County,IN,10,1,3,1,0,1,0,2,0,2
3094,Adams County,NE,9,1,3,1,0,1,0,2,0,1
3095,Adams County,IL,9,1,2,2,0,1,0,2,0,1
3096,Adams County,PA,11,1,2,2,1,1,0,2,0,2
3097,Adams County,CO,10,1,3,1,0,1,0,2,0,2
3098,Adams County,OH,10,1,1,2,1,1,0,2,0,2
3099,Adams County,MS,12,1,2,3,2,1,0,2,0,1
3100,Adams County,WI,11,1,2,2,0,1,0,2,0,3
3101,Adair County,IA,11,1,3,2,0,1,0,3,0,1
3102,Adair County,MO,10,1,1,3,0,1,0,3,0,1
3103,Adair County,OK,14,3,3,2,1,1,0,3,0,1
3104,Adair County,KY,10,1,2,2,0,1,0,3,0,1
3105,Ada County,ID,10,3,1,1,0,1,0,1,0,3
3106,Accomack County,VA,11,1,1,1,3,1,0,1,0,3
3107,Acadia Parish,LA,14,1,3,1,2,1,0,3,0,3
3108,Abbeville County,SC,15,2,2,3,2,2,0,3,0,1
