County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
effingham,IL,13,Low,None,High,Medium,Low,None,Medium,None,High,None,Low
fayette,IL,10,Low,None,Low,Medium,Low,None,Medium,None,Medium,None,Low
ford,IL,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
franklin,IL,10,Low,None,Low,Low,Medium,None,Medium,None,Medium,None,Low
fulton,IL,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
gallatin,IL,11,Low,None,Low,Low,Medium,None,Medium,None,Low,None,High
greene,IL,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
grundy,IL,12,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Medium
hamilton,IL,12,Low,None,Medium,Medium,Medium,None,Medium,None,Medium,None,Low
hancock,IL,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
hardin,IL,11,Low,None,Low,Low,Low,None,Medium,None,Medium,None,High
henderson,IL,13,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Medium
henry,IL,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
iroquois,IL,12,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,High
jackson,IL,12,Low,None,Medium,Low,Medium,None,Medium,None,Medium,None,Medium
jasper,IL,11,Low,None,Medium,Medium,Low,None,Medium,None,Medium,None,Low
jefferson,IL,10,Low,None,Medium,Low,Low,None,Medium,None,Medium,None,Low
jersey,IL,14,Low,None,Medium,Medium,Medium,None,Medium,None,High,None,Medium
jo daviess,IL,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
johnson,IL,11,Low,None,Medium,Low,Medium,None,High,None,Low,None,Low
kane,IL,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
kankakee,IL,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
kendall,IL,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
knox,IL,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
lake,IL,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
lasalle,IL,13,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Medium
lawrence,IL,11,Low,None,Medium,Medium,Medium,None,Medium,None,Low,None,Low
lee,IL,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
livingston,IL,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
logan,IL,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
macon,IL,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
macoupin,IL,12,Low,None,Medium,Medium,Low,None,Medium,None,High,None,Low
madison,IL,12,Low,None,High,Medium,Medium,None,Medium,None,Low,None,Low
marion,IL,10,Low,None,Medium,Medium,Low,None,Medium,None,Low,None,Low
marshall,IL,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
mason,IL,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
massac,IL,14,Low,None,Medium,Low,Low,None,High,None,High,None,High
mcdonough,IL,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
mchenry,IL,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
mclean,IL,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
menard,IL,10,Low,None,Low,Medium,Low,None,Low,None,High,None,Low
mercer,IL,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
monroe,IL,12,Low,None,High,Medium,Low,None,Medium,None,Medium,None,Low
montgomery,IL,10,Low,None,Medium,Medium,Low,None,Medium,None,Low,None,Low
morgan,IL,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
moultrie,IL,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
ogle,IL,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
peoria,IL,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
perry,IL,11,Low,None,Medium,Low,Medium,None,Medium,None,Medium,None,Low
piatt,IL,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
pike,IL,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
pope,IL,10,Low,None,Medium,Low,Low,None,High,None,Low,None,Low
pulaski,IL,11,Low,None,Low,Low,Medium,None,High,None,Medium,None,Low
putnam,IL,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
randolph,IL,15,Low,None,High,Medium,Medium,None,Medium,None,Medium,None,High
richland,IL,11,Low,None,Medium,Medium,Medium,None,Medium,None,Low,None,Low
rock island,IL,15,Low,None,High,Medium,Medium,None,Low,None,High,None,High
saline,IL,13,Low,None,Medium,Low,Medium,None,Medium,None,Medium,None,High
sangamon,IL,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
schuyler,IL,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
scott,IL,10,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Medium
shelby,IL,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
st. clair,IL,14,Low,None,High,Medium,Medium,None,Medium,None,High,None,Low
stark,IL,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
stephenson,IL,11,Low,None,Low,Medium,Low,None,Low,None,High,None,Medium
tazewell,IL,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
union,IL,12,Low,None,Medium,Medium,Medium,None,High,None,Low,None,Low
vermilion,IL,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
wabash,IL,14,Low,None,High,Medium,Medium,None,Medium,None,High,None,Low
warren,IL,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
washington,IL,10,Low,None,Medium,Medium,Low,None,Medium,None,Low,None,Low
wayne,IL,12,Low,None,Medium,Medium,Medium,None,Medium,None,Medium,None,Low
white,IL,12,Low,None,Medium,Medium,Medium,None,Medium,None,Medium,None,Low
whiteside,IL,14,Low,None,Medium,Medium,Medium,None,Low,None,High,None,High
will,IL,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
williamson,IL,12,Low,None,Medium,Medium,Medium,None,Medium,None,Medium,None,Low
winnebago,IL,10,Low,None,Low,Medium,Low,None,Low,None,Low,None,High
woodford,IL,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
adams,IN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
allen,IN,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
bartholomew,IN,15,Low,None,High,Medium,Medium,None,Low,None,High,None,High
benton,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
blackford,IN,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
boone,IN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
brown,IN,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
carroll,IN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
cass,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
clark,IN,13,Low,None,High,Medium,Medium,None,Low,None,Low,None,High
clay,IN,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
clinton,IN,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
crawford,IN,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
daviess,IN,13,Low,None,Medium,Medium,Medium,None,Medium,None,High,None,Low
dearborn,IN,14,Low,None,Medium,Medium,High,None,Low,None,High,None,Medium
decatur,IN,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
dekalb,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
delaware,IN,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
dubois,IN,14,Low,None,Medium,Medium,Medium,None,Medium,None,High,None,Medium
elkhart,IN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
fayette,IN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
floyd,IN,11,Low,None,High,Low,Low,None,Low,None,Medium,None,Medium
fountain,IN,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
franklin,IN,11,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Medium
fulton,IN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
gibson,IN,14,Low,None,Medium,Medium,Medium,None,Medium,None,High,None,Medium
grant,IN,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
greene,IN,11,Low,None,Medium,Medium,Medium,None,Medium,None,Low,None,Low
hamilton,IN,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
hancock,IN,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
harrison,IN,11,Low,None,Medium,Low,Medium,None,Low,None,High,None,Low
hendricks,IN,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
henry,IN,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
howard,IN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
huntington,IN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
jackson,IN,12,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Medium
jasper,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
jay,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
jefferson,IN,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
jennings,IN,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
johnson,IN,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
knox,IN,10,Low,None,Medium,Medium,Low,None,Medium,None,Low,None,Low
kosciusko,IN,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
lagrange,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
lake,IN,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
laporte,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
lawrence,IN,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
madison,IN,11,Low,None,High,Medium,Low,None,Low,None,Low,None,Medium
marion,IN,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
marshall,IN,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
martin,IN,10,Low,None,Low,Medium,Medium,None,Medium,None,Low,None,Low
miami,IN,13,Low,None,Medium,Medium,Low,None,Low,None,High,None,High
monroe,IN,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
montgomery,IN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
morgan,IN,15,Low,None,High,Medium,Medium,None,Low,None,High,None,High
newton,IN,12,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Medium
noble,IN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
ohio,IN,13,Low,None,High,Medium,High,None,Low,None,Low,None,Medium
orange,IN,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
owen,IN,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
parke,IN,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
perry,IN,10,Low,None,Medium,Low,Medium,None,Low,None,Medium,None,Low
pike,IN,12,Low,None,High,Medium,Medium,None,Medium,None,Low,None,Low
porter,IN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
posey,IN,12,Low,None,Medium,Medium,Medium,None,Medium,None,Medium,None,Low
pulaski,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
putnam,IN,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
randolph,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
ripley,IN,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
rush,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
scott,IN,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
shelby,IN,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
spencer,IN,13,Low,None,Low,Low,Medium,None,Medium,None,High,None,High
st. joseph,IN,11,Low,None,High,High,Low,None,Low,None,Low,None,Low
starke,IN,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
steuben,IN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
sullivan,IN,10,Low,None,Medium,Medium,Low,None,Medium,None,Low,None,Low
switzerland,IN,12,Low,None,Low,Medium,High,None,Low,None,Medium,None,Medium
tippecanoe,IN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
tipton,IN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
union,IN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
vanderburgh,IN,15,Low,None,High,Medium,Medium,None,Medium,None,Medium,None,High
vermillion,IN,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
vigo,IN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
wabash,IN,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
warren,IN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
warrick,IN,13,Low,None,Medium,Medium,Low,None,Medium,None,Medium,None,High
washington,IN,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
wayne,IN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
wells,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
white,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
whitley,IN,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
allen,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
anderson,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
atchison,KS,13,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Medium
barber,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
barton,KS,13,Low,None,High,Medium,Medium,None,Low,None,Low,None,High
bourbon,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
brown,KS,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
butler,KS,12,Medium,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
chase,KS,11,High,None,Medium,Medium,Low,None,Low,None,Low,None,Low
chautauqua,KS,12,High,None,Low,Medium,Low,None,Low,None,High,None,Low
cherokee,KS,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
cheyenne,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
clark,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
clay,KS,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
cloud,KS,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
coffey,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
comanche,KS,11,Medium,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
cowley,KS,12,Medium,None,Medium,Low,Low,None,Low,None,High,None,Medium
crawford,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
decatur,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
dickinson,KS,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
doniphan,KS,12,Low,None,Low,Medium,High,None,Low,None,High,None,Low
douglas,KS,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
edwards,KS,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
elk,KS,10,Medium,None,Medium,Medium,Low,None,Low,None,Low,None,Low
ellis,KS,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
ellsworth,KS,12,Medium,None,High,Medium,Medium,None,Low,None,Low,None,Low
finney,KS,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
ford,KS,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
franklin,KS,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
geary,KS,13,Medium,None,Medium,Medium,Low,None,Low,None,High,None,Medium
gove,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
graham,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
grant,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
gray,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
greeley,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
greenwood,KS,12,Medium,None,Medium,Medium,Low,None,Low,None,High,None,Low
hamilton,KS,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
harper,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
harvey,KS,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
haskell,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
hodgeman,KS,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
jackson,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
jefferson,KS,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
jewell,KS,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
johnson,KS,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
kearny,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
kingman,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
kiowa,KS,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
labette,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
lane,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
leavenworth,KS,15,Low,None,High,Medium,Medium,None,Low,None,High,None,High
lincoln,KS,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
linn,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
logan,KS,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
lyon,KS,12,Medium,None,High,Medium,Low,None,Low,None,Low,None,Medium
marion,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
marshall,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
mcpherson,KS,11,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Medium
meade,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
miami,KS,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
mitchell,KS,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
montgomery,KS,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
morris,KS,10,Medium,None,Medium,Medium,Low,None,Low,None,Low,None,Low
morton,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
nemaha,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
neosho,KS,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
ness,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
norton,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
osage,KS,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
osborne,KS,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
ottawa,KS,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
pawnee,KS,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
phillips,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
pottawatomie,KS,13,Medium,None,Medium,Medium,Low,None,Low,None,High,None,Medium
pratt,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
rawlins,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
reno,KS,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
republic,KS,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
rice,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
riley,KS,13,Low,None,Medium,Medium,Low,None,Low,None,High,None,High
rooks,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
rush,KS,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
russell,KS,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
saline,KS,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
scott,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
sedgwick,KS,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
seward,KS,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
shawnee,KS,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
sheridan,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
sherman,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
smith,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
stafford,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
stanton,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
stevens,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
sumner,KS,14,Low,None,High,Medium,Low,Low,Low,None,Medium,None,High
thomas,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
trego,KS,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
wabaunsee,KS,12,Medium,None,Medium,Medium,Low,None,Low,None,High,None,Low
wallace,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
washington,KS,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
wichita,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
wilson,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
woodson,KS,10,Low,None,Low,Medium,Low,None,Low,None,High,None,Low
wyandotte,KS,16,Low,None,High,Medium,High,None,Low,None,High,None,High
adair,KY,11,Low,None,Medium,Low,Medium,None,Low,None,High,None,Low
allen,KY,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
anderson,KY,14,Low,None,High,Medium,Low,Medium,Low,None,High,None,Low
ballard,KY,15,Low,None,Medium,Low,High,None,High,None,High,None,Medium
barren,KY,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
bath,KY,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
bell,KY,14,Low,None,Low,Medium,High,None,Medium,None,High,None,Medium
boone,KY,15,Low,None,High,Medium,High,None,Low,None,Medium,None,High
bourbon,KY,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
boyd,KY,16,Low,None,Medium,Medium,High,Medium,Low,None,Medium,None,High
boyle,KY,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
bracken,KY,11,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Medium
breathitt,KY,14,Low,None,Low,Medium,High,Low,Low,None,High,None,Medium
breckinridge,KY,12,Low,None,Low,Low,Medium,None,Low,None,High,None,High
bullitt,KY,12,Low,None,Medium,Low,Medium,None,Low,None,Medium,None,High
butler,KY,11,Low,None,Low,Low,Low,Low,Low,None,Medium,None,High
caldwell,KY,11,Low,None,Medium,Low,Low,None,Medium,None,High,None,Low
calloway,KY,13,Low,None,High,Low,Low,None,Medium,None,High,None,Medium
campbell,KY,12,Low,None,Low,Medium,High,None,Low,None,Low,None,High
carlisle,KY,12,Low,None,Low,Low,Medium,None,High,None,Medium,None,Medium
carroll,KY,12,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,High
carter,KY,11,Low,None,Low,Medium,High,None,Low,None,Low,None,Medium
casey,KY,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
christian,KY,12,Low,None,Low,Low,Low,Low,Medium,None,High,None,Medium
clark,KY,8,Low,None,Low,Low,Low,None,Low,None,Low,None,Medium
clay,KY,12,Low,None,Low,Medium,High,Low,Medium,None,Low,None,Low
clinton,KY,14,Low,None,High,Low,High,Medium,Low,None,Low,None,Medium
crittenden,KY,14,Low,None,High,Low,Low,None,Medium,None,High,None,High
cumberland,KY,13,Low,None,Medium,Low,Medium,Medium,Low,None,Low,None,High
daviess,KY,15,Low,None,High,Low,Medium,None,Medium,None,High,None,High
edmonson,KY,12,Low,None,Low,Low,Low,Low,Low,None,High,None,High
elliott,KY,13,Low,None,Low,Medium,High,Low,Low,None,High,None,Low
estill,KY,15,Low,None,Medium,Medium,Medium,Medium,Low,None,Medium,None,High
fayette,KY,11,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Medium
fleming,KY,11,Low,None,Low,Medium,Medium,Low,Low,None,Medium,None,Low
floyd,KY,14,Low,None,None,Medium,High,Medium,Low,None,Medium,None,High
franklin,KY,11,Low,None,Medium,Low,Low,None,Low,None,Medium,None,High
fulton,KY,13,Low,None,Medium,Low,High,None,High,None,Low,None,Medium
gallatin,KY,12,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,High
garrard,KY,11,Medium,None,Medium,Low,Medium,None,Low,None,Medium,None,Low
grant,KY,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
graves,KY,12,Low,None,Medium,Low,Low,None,High,None,High,None,Low
grayson,KY,11,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Medium
green,KY,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
greenup,KY,14,Low,None,Low,Medium,High,Low,Low,None,Medium,None,High
hancock,KY,12,Low,None,Medium,Low,Medium,None,Medium,None,Low,None,High
hardin,KY,11,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Medium
harlan,KY,13,Low,None,Low,Medium,High,None,Medium,None,Medium,None,Medium
harrison,KY,10,Low,None,Low,Low,Low,None,Low,None,High,None,Medium
hart,KY,11,Low,None,Medium,Low,Low,Low,Low,None,High,None,Low
henderson,KY,15,Low,None,High,Low,Medium,None,Medium,None,High,None,High
henry,KY,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
hickman,KY,14,Low,None,Medium,Low,Medium,None,High,None,High,None,Medium
hopkins,KY,11,Low,None,Medium,Low,Low,None,Medium,None,High,None,Low
jackson,KY,15,High,None,Low,Medium,High,Medium,Low,None,Medium,None,Low
jefferson,KY,10,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Medium
jessamine,KY,9,Low,None,Low,Low,Low,None,Low,None,Medium,None,Medium
johnson,KY,12,Low,None,Low,Medium,High,None,Low,None,Low,None,High
kenton,KY,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
knott,KY,12,Low,None,None,Medium,High,Low,Low,None,High,None,Low
knox,KY,12,Medium,None,Low,Low,High,None,Medium,None,Low,None,Medium
larue,KY,11,Low,None,Medium,Low,Medium,Low,Low,None,Medium,None,Low
laurel,KY,17,High,None,High,Low,High,Medium,Low,None,High,None,Low
lawrence,KY,12,Medium,None,None,Medium,High,Low,Low,None,Low,None,Medium
lee,KY,15,Medium,None,Low,Medium,High,Medium,Low,None,High,None,Low
leslie,KY,13,Low,None,Low,Medium,High,None,Medium,None,High,None,Low
letcher,KY,12,Low,None,Low,Medium,High,None,Low,None,High,None,Low
lewis,KY,11,Low,None,Low,Medium,Medium,Low,Low,None,Low,None,Medium
lincoln,KY,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
livingston,KY,11,Low,None,Low,Low,Low,None,Medium,None,Medium,None,High
logan,KY,9,Low,None,Medium,Low,Low,Low,Low,None,Low,None,Low
lyon,KY,8,Low,None,Low,Low,Low,None,Medium,None,Low,None,Low
madison,KY,11,Medium,None,Medium,Low,Medium,None,Low,None,Low,None,Medium
magoffin,KY,13,Low,None,Low,Medium,High,Low,Low,None,High,None,Low
marion,KY,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
