County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
walton,FL,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
washington,FL,14,High,None,Medium,Low,Low,High,Low,None,Low,None,Medium
appling,GA,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
atkinson,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
bacon,GA,17,High,None,High,Low,Low,High,Low,None,High,None,Medium
baker,GA,11,Medium,None,Low,Low,Low,High,Low,None,Low,None,Low
baldwin,GA,13,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Medium
banks,GA,13,Medium,None,Medium,Low,High,None,Low,None,High,None,Low
barrow,GA,12,Low,None,Medium,Low,High,None,Low,None,High,None,Low
bartow,GA,18,Medium,None,High,Low,High,Medium,Medium,None,High,None,Medium
ben hill,GA,16,High,None,High,Low,Low,High,Low,None,High,None,Low
berrien,GA,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
bibb,GA,14,Low,None,High,Low,Low,Low,Low,None,High,None,High
bleckley,GA,15,High,None,High,Low,Low,Medium,Low,None,High,None,Low
brantley,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
brooks,GA,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
bryan,GA,16,High,None,Low,Low,Low,High,Low,None,High,None,High
bulloch,GA,14,Medium,None,Low,Low,Low,High,Low,None,High,None,Medium
burke,GA,11,High,None,Low,Low,Low,Medium,Low,None,Low,None,Low
butts,GA,12,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Low
calhoun,GA,11,Low,None,Low,Low,Low,High,Low,None,Medium,None,Low
camden,GA,17,High,None,Medium,Low,Low,High,Low,None,High,None,High
candler,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
carroll,GA,13,Medium,None,High,Low,Medium,Medium,Low,None,Low,None,Low
catoosa,GA,14,Medium,None,None,Low,High,None,Medium,None,High,None,High
charlton,GA,15,High,None,Low,Low,Low,High,Low,None,High,None,Medium
chatham,GA,19,High,None,High,Low,Low,High,Medium,None,High,None,High
chattahoochee,GA,15,High,None,Low,Low,Medium,Medium,Low,None,Medium,None,High
chattooga,GA,13,High,None,Low,Low,High,None,Medium,None,Medium,None,Low
cherokee,GA,13,Low,None,High,Low,High,Low,Medium,None,Low,None,Low
clarke,GA,15,Low,None,Medium,Low,High,Medium,Low,None,Medium,None,High
clay,GA,11,Medium,None,Low,Low,Low,High,Low,None,Low,None,Low
clayton,GA,14,Low,None,High,Low,Low,Medium,Low,None,Medium,None,High
clinch,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
cobb,GA,17,Low,None,High,Low,High,Medium,Low,None,High,None,High
coffee,GA,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
colquitt,GA,16,Medium,None,High,Low,Low,High,Low,None,High,None,Medium
columbia,GA,13,Medium,None,Low,Low,Low,Medium,Medium,None,Medium,None,Medium
cook,GA,15,Low,None,High,Low,Low,High,Low,None,High,None,Medium
coweta,GA,16,Medium,None,High,Low,Low,Medium,Low,None,High,None,High
crawford,GA,13,High,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
crisp,GA,12,Low,None,Low,Low,Low,High,Low,None,High,None,Low
dade,GA,14,High,None,Low,Low,High,None,Medium,None,High,None,Low
dawson,GA,10,Low,None,Medium,Low,High,None,Low,None,Low,None,Low
decatur,GA,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
dekalb,GA,13,Low,None,Medium,Low,Medium,Low,Low,None,Medium,None,High
dodge,GA,14,High,None,Medium,Low,Low,High,Low,None,Medium,None,Low
dooly,GA,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
dougherty,GA,17,Medium,None,High,Low,Low,High,Low,None,High,None,High
douglas,GA,12,Low,None,Medium,Low,Medium,None,Low,None,Medium,None,High
early,GA,12,Medium,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
echols,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
effingham,GA,17,High,None,Medium,Low,Low,High,Medium,None,High,None,Medium
elbert,GA,14,Medium,None,Medium,Low,High,Medium,Medium,None,Low,None,Low
emanuel,GA,13,High,None,Low,Low,Low,Medium,Low,None,High,None,Low
evans,GA,13,High,None,Low,Low,Low,High,Low,None,Medium,None,Low
fannin,GA,14,Low,None,Low,Low,High,Low,Medium,None,High,None,Medium
fayette,GA,12,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,High
floyd,GA,17,High,None,Medium,Low,High,Low,Medium,None,Medium,None,High
forsyth,GA,14,Low,None,Medium,Low,High,None,Low,None,High,None,High
franklin,GA,13,Medium,None,High,Low,High,None,Low,None,Medium,None,Low
fulton,GA,13,Low,None,High,Low,Medium,Low,Low,None,Low,None,High
gilmer,GA,11,Low,None,Low,Low,High,None,Medium,None,Medium,None,Low
glascock,GA,13,High,None,None,Low,Low,High,Low,None,High,None,Low
glynn,GA,17,High,None,Medium,Low,Low,High,Low,None,High,None,High
gordon,GA,16,Medium,None,Medium,Low,Medium,Medium,Medium,None,High,None,Medium
grady,GA,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
greene,GA,11,Medium,None,Low,Low,Medium,Medium,Low,None,Low,None,Low
gwinnett,GA,13,Low,None,Medium,Low,High,None,Low,None,High,None,Medium
habersham,GA,15,Medium,None,High,Low,High,None,Low,None,High,None,Medium
hall,GA,13,Low,None,High,Low,High,None,Low,None,Medium,None,Medium
hancock,GA,10,High,None,Low,Low,Low,Low,Low,None,Low,None,Low
haralson,GA,15,Medium,None,High,Low,Medium,Medium,Low,None,High,None,Low
harris,GA,14,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
hart,GA,15,Medium,None,High,Low,High,Low,Low,None,High,None,Low
heard,GA,11,Medium,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
henry,GA,12,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,Medium
houston,GA,14,Medium,None,High,Low,Low,Medium,Low,None,Medium,None,Medium
irwin,GA,12,Low,None,Low,Low,Low,High,Low,None,High,None,Low
jackson,GA,11,Low,None,Medium,Low,High,None,Low,None,Medium,None,Low
jasper,GA,11,Medium,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
jeff davis,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
jefferson,GA,13,High,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
jenkins,GA,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
johnson,GA,12,High,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
jones,GA,11,Medium,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
lamar,GA,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
lanier,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
laurens,GA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
lee,GA,15,Medium,None,Medium,Low,Low,High,Low,None,High,None,Medium
liberty,GA,14,High,None,Low,Low,Low,High,Low,None,Low,None,High
lincoln,GA,14,Low,None,High,Low,Medium,Medium,Medium,None,Medium,None,Low
long,GA,16,High,None,Low,Low,Low,High,Low,None,High,None,High
lowndes,GA,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
lumpkin,GA,14,Low,None,High,Low,High,None,Medium,None,High,None,Low
macon,GA,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
madison,GA,12,Low,None,Medium,Low,High,Medium,Low,None,Low,None,Low
marion,GA,12,High,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
mcduffie,GA,14,High,None,Low,Low,Low,Medium,Medium,None,High,None,Low
mcintosh,GA,14,High,None,Low,Low,Low,High,Low,None,Low,None,High
meriwether,GA,12,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Low
miller,GA,12,Low,None,Low,Low,Low,High,Low,None,High,None,Low
mitchell,GA,14,Medium,None,High,Low,Low,High,Low,None,Medium,None,Low
monroe,GA,12,Medium,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
montgomery,GA,12,High,None,Low,Low,Low,High,Low,None,Low,None,Low
morgan,GA,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
murray,GA,15,Medium,None,Medium,Low,High,Medium,Medium,None,Medium,None,Low
muscogee,GA,12,Low,None,Medium,Low,Low,None,Low,None,High,None,High
newton,GA,12,Medium,None,Low,Low,Low,Medium,Low,None,Medium,None,Medium
oconee,GA,14,Low,None,High,Low,Medium,Medium,Low,None,High,None,Low
oglethorpe,GA,13,Medium,None,Low,Low,Medium,Medium,Low,None,High,None,Low
paulding,GA,11,Low,None,Medium,Low,Medium,Low,Low,None,Low,None,Medium
peach,GA,15,Medium,None,High,Low,Low,High,Low,None,High,None,Low
pickens,GA,12,Low,None,Low,Low,High,None,Medium,None,High,None,Low
pierce,GA,13,High,None,Medium,Low,Low,High,Low,None,Low,None,Low
pike,GA,10,Medium,None,Medium,Low,Low,Low,Low,None,Low,None,Low
polk,GA,16,High,None,High,Low,Medium,Medium,Medium,None,Low,None,Medium
pulaski,GA,13,Low,None,High,Low,Low,High,Low,None,Medium,None,Low
putnam,GA,8,Low,None,None,Low,Low,Medium,Low,None,Low,None,Low
quitman,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
rabun,GA,12,Low,None,Low,Low,High,None,Medium,None,High,None,Low
randolph,GA,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
richmond,GA,13,Medium,None,Medium,Low,Low,Medium,Low,None,Low,None,High
rockdale,GA,12,Low,None,Medium,Low,Medium,None,Low,None,High,None,Medium
schley,GA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
screven,GA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
seminole,GA,13,Low,None,Medium,Low,Low,High,Low,None,High,None,Low
spalding,GA,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
stephens,GA,14,Low,None,High,Low,High,None,Low,None,High,None,Medium
stewart,GA,13,High,None,Low,Low,Low,Medium,Low,None,High,None,Low
sumter,GA,14,Medium,None,High,Low,Low,Medium,Low,None,High,None,Low
talbot,GA,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
taliaferro,GA,12,Medium,None,None,Low,Medium,Medium,Low,None,High,None,Low
tattnall,GA,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
taylor,GA,13,High,None,High,Low,Low,Medium,Low,None,Low,None,Low
telfair,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
terrell,GA,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
thomas,GA,12,High,None,Low,Low,Low,High,Low,None,Low,None,Low
tift,GA,15,Low,None,High,Low,Low,High,Low,None,High,None,Medium
toombs,GA,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
towns,GA,13,Low,None,Low,Low,High,None,Medium,None,High,None,Medium
treutlen,GA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
troup,GA,13,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
turner,GA,13,Medium,None,Medium,Low,Low,High,Low,None,Medium,None,Low
twiggs,GA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
union,GA,11,Low,None,Low,Low,High,None,Medium,None,Low,None,Medium
upson,GA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
walker,GA,16,High,None,Medium,Low,High,None,Medium,None,High,None,Medium
walton,GA,12,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Low
ware,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
warren,GA,11,High,None,Low,Low,Low,Medium,Low,None,Low,None,Low
washington,GA,11,High,None,Low,Low,Low,Medium,Low,None,Low,None,Low
wayne,GA,14,High,None,Low,Low,Low,High,Low,None,Medium,None,Medium
webster,GA,12,High,None,Low,Low,Low,High,Low,None,Low,None,Low
wheeler,GA,13,High,None,Low,Low,Low,High,Low,None,Medium,None,Low
white,GA,12,Medium,None,Low,Low,High,None,Low,None,Medium,None,Medium
whitfield,GA,15,Medium,None,Low,Low,High,Low,Medium,None,High,None,Medium
wilcox,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
wilkes,GA,13,Medium,None,Low,Low,Medium,Low,Medium,None,High,None,Low
wilkinson,GA,13,High,None,Low,Low,Low,Medium,Low,None,High,None,Low
worth,GA,14,Medium,None,High,Low,Low,High,Low,None,Medium,None,Low
adair,IA,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
adams,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
allamakee,IA,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
appanoose,IA,13,Low,None,Medium,Medium,High,None,Low,None,High,None,Low
audubon,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
benton,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
black hawk,IA,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
boone,IA,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
bremer,IA,13,Low,None,High,Medium,Low,None,Low,None,High,None,Medium
buchanan,IA,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
buena vista,IA,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
butler,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
calhoun,IA,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
carroll,IA,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
cass,IA,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
cedar,IA,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
cerro gordo,IA,11,Low,None,High,Medium,Low,None,Low,None,Low,None,Medium
cherokee,IA,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
chickasaw,IA,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
clarke,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
clay,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
clayton,IA,11,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Medium
clinton,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
crawford,IA,12,Low,None,Medium,Medium,High,None,Low,None,Medium,None,Low
dallas,IA,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
davis,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
decatur,IA,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
delaware,IA,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
des moines,IA,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
dickinson,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
dubuque,IA,14,Low,None,High,Medium,Medium,None,Low,None,High,None,Medium
emmet,IA,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
fayette,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
floyd,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
franklin,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
fremont,IA,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
greene,IA,12,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,High
grundy,IA,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
guthrie,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
hamilton,IA,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
hancock,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
hardin,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
harrison,IA,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
henry,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
howard,IA,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
humboldt,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
ida,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
iowa,IA,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
jackson,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
jasper,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
jefferson,IA,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
johnson,IA,11,Low,None,High,Medium,Low,None,Low,None,Low,None,Medium
jones,IA,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
keokuk,IA,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
kossuth,IA,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
lee,IA,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
linn,IA,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
louisa,IA,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
lucas,IA,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
lyon,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
madison,IA,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
mahaska,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
marion,IA,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
marshall,IA,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
mills,IA,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
mitchell,IA,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
monona,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
monroe,IA,11,Low,None,Low,Medium,High,None,Low,None,Medium,None,Low
montgomery,IA,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
muscatine,IA,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
o'brien,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
osceola,IA,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
page,IA,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
palo alto,IA,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
plymouth,IA,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
pocahontas,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
polk,IA,12,Low,None,High,Medium,High,None,Low,None,Low,None,Low
pottawattamie,IA,14,Low,None,High,Medium,Medium,None,Low,None,High,None,Medium
poweshiek,IA,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
ringgold,IA,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
sac,IA,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
scott,IA,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
shelby,IA,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
sioux,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
story,IA,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
tama,IA,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
taylor,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
union,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
van buren,IA,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
wapello,IA,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
warren,IA,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
washington,IA,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
wayne,IA,13,Low,None,High,Medium,High,None,Low,None,Medium,None,Low
webster,IA,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
winnebago,IA,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
winneshiek,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
woodbury,IA,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
worth,IA,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
wright,IA,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
ada,ID,12,High,None,Low,Medium,Low,None,Low,None,Low,None,High
adams,ID,14,High,None,Low,High,Low,None,Medium,None,Medium,Low,Low
bannock,ID,14,High,None,Low,Medium,Low,None,Medium,None,High,None,Medium
bear lake,ID,14,Medium,None,Low,High,Medium,None,Medium,None,High,None,Low
benewah,ID,11,High,None,None,High,Low,None,Low,None,Medium,None,Low
bingham,ID,11,Medium,None,Low,Medium,Low,None,Medium,None,Medium,None,Low
blaine,ID,14,High,None,Low,High,Low,None,Medium,None,Low,Medium,Low
boise,ID,11,High,None,None,High,Low,None,Medium,None,Low,None,Low
bonner,ID,14,High,None,Low,High,Low,None,Low,None,Medium,Low,Medium
bonneville,ID,15,Low,High,Low,High,Medium,None,Medium,None,Medium,None,Low
boundary,ID,13,High,None,Low,High,Low,None,Low,None,Medium,Low,Low
butte,ID,12,Medium,Medium,Low,Medium,Low,None,Medium,None,Low,None,Low
camas,ID,14,High,None,Low,High,Low,None,Medium,None,Low,Medium,Low
canyon,ID,10,Low,None,Low,Medium,Low,None,Low,None,Low,None,High
caribou,ID,14,Medium,None,Low,High,Medium,None,Medium,None,High,None,Low
cassia,ID,11,High,None,Low,Medium,Low,None,Low,None,Medium,None,Low
clark,ID,10,Medium,None,Low,Medium,Low,None,Medium,None,Low,None,Low
clearwater,ID,11,High,None,Low,High,Low,None,Low,None,Low,None,Low
custer,ID,13,High,None,Low,High,Medium,None,Medium,None,Low,None,Low
elmore,ID,11,High,None,Low,Medium,Low,None,Medium,None,Low,None,Low
franklin,ID,12,Medium,None,Low,High,Low,None,Medium,None,Medium,None,Low
fremont,ID,13,Medium,None,Low,High,Low,None,Medium,None,Medium,Low,Low
gem,ID,12,High,None,Low,Medium,Low,None,Medium,None,Low,Low,Low
gooding,ID,11,High,None,Low,Medium,Low,None,Low,None,Medium,None,Low
idaho,ID,12,High,None,Low,High,Low,None,Medium,None,Low,None,Low
jefferson,ID,10,Low,None,Low,Medium,Low,None,Medium,None,Medium,None,Low
jerome,ID,10,Medium,None,Low,Medium,Low,None,Low,None,Medium,None,Low
kootenai,ID,10,High,None,Low,Medium,Low,None,Low,None,Low,None,Low
latah,ID,10,Medium,None,Low,Medium,Low,None,Low,None,Medium,None,Low
lemhi,ID,13,High,None,Low,Medium,Medium,None,Medium,None,Medium,None,Low
lewis,ID,8,Low,None,None,High,Low,None,Low,None,Low,None,Low
lincoln,ID,14,High,High,Low,Medium,Low,None,Low,None,Medium,None,Low
madison,ID,10,Low,None,Low,High,Low,None,Medium,None,Low,None,Low
minidoka,ID,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
